Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BbAvH;BbAvD;BbAvA;BbAv>2.5;BbAv<2.5;BbAvAHH;BbAvAHA
SP1;19/09/1993;Osasuna;Sociedad;0;2;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1993;Oviedo;Sp Gijon;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1993;Santander;Valencia;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1993;Tenerife;Logrones;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1993;Valladolid;Sevilla;2;2;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;19/09/1993;Zaragoza;Albacete;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Albacete;Osasuna;2;1;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Barcelona;Zaragoza;4;1;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Celta;Santander;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Logrones;Lerida;2;1;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Real Madrid;Oviedo;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Sevilla;La Coruna;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Sociedad;Valladolid;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Sp Gijon;Ath Madrid;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Valencia;Tenerife;3;2;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;26/09/1993;Vallecano;Ath Bilbao;1;2;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;Ath Bilbao;Zaragoza;2;1;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;Ath Madrid;Real Madrid;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;La Coruna;Sociedad;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;Lerida;Valencia;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;Osasuna;Barcelona;2;3;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;Oviedo;Sevilla;0;2;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;Santander;Sp Gijon;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;Tenerife;Celta;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;Valladolid;Albacete;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;03/10/1993;Vallecano;Logrones;3;1;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Albacete;La Coruna;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Barcelona;Valladolid;3;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Celta;Lerida;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Logrones;Ath Bilbao;4;2;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Real Madrid;Santander;2;1;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Sevilla;Ath Madrid;2;1;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Sociedad;Oviedo;2;2;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Sp Gijon;Tenerife;1;2;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Valencia;Vallecano;3;1;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;06/10/1993;Zaragoza;Osasuna;2;1;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;Ath Bilbao;Osasuna;1;2;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;Ath Madrid;Sociedad;1;2;A;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;La Coruna;Barcelona;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;Lerida;Sp Gijon;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;Logrones;Valencia;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;Oviedo;Albacete;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;Santander;Sevilla;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;Tenerife;Real Madrid;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;Valladolid;Zaragoza;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17/10/1993;Vallecano;Celta;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1993;Albacete;Ath Madrid;2;2;D;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1993;Barcelona;Oviedo;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1993;Celta;Logrones;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1993;Osasuna;Valladolid;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1993;Real Madrid;Lerida;5;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;24/10/1993;Sevilla;Tenerife;4;0;H;;;;;;;;;;;;;;;;;;;;;;;;;
